"customer_identifier","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","churn"
"a933e995",18,"Saturday",0,72,"Back Office","Q - 300L",2,0
"0e5cca63",3,"Saturday",0,35,"Back Office","L1 - 200L",5,1
NA,28,"Saturday",0,75,"Box Office","R - 300L",4,1
"bead13f2",29,"Monday",0,33,"Web","D - 100L",4,0
"e4c8a39b",7,"Wednesday",103,34,"Web","D - 100L",2,0
"920404e1",2,"Wednesday",36,31,"Web","H - 100L",2,0
"69b92d37",25,"Saturday",15,67,"Back Office","R - 300L",10,0
"c9fdd094",16,"Saturday",3,19,"Back Office","G - 100L",5,0
"dbea34da",9,"Thursday",0,47,"Web","P - 300L",3,0
"15646f26",9,"Thursday",0,44,"Web","L2 - 200L",5,0
"9a7ef465",16,"Saturday",17,72,"Back Office","R - 300L",9,1
"5f5916e1",10,"Wednesday",1,47,"Back Office","O - 300L",6,0
"e97cfbc9",31,"Saturday",0,26,"Web","C - 100L",4,0
"88e357e3",28,"Thursday",18,33,"Web","D - 100L",2,1
"58f27d72",7,"Monday",115,67,"Web","R - 300L",2,0
"4e1e4995",13,"Tuesday",7,23,"Back Office","G - 100L",3,1
"de91743a",12,"Saturday",1,40,"Web","L1 - 200L",1,1
"36721ee4",21,"Saturday",34,67,"Web","R - 300L",3,0
"2d734741",24,"Monday",0,20,"Back Office","G - 100L",3,1
"eb87ff8a",4,"Wednesday",9,19,"Web","G - 100L",2,0
"de4d81ed",26,"Saturday",68,29,"Web","F -100L",3,1
"b9d2dba2",3,"Thursday",13,23,"Web","G - 100L",2,1
"de6744b7",9,"Monday",14,20,"Back Office","G - 100L",7,0
"c9fdd094",16,"Saturday",1,54,"Back Office","R - 300L",1,0
"ae26752d",6,"Wednesday",8,48,"Back Office","P - 300L",4,0
"b3ba8a32",20,"Sunday",93,22,"Back Office","I - 100L",2,1
"5f5916e1",10,"Wednesday",2,49,"Back Office","O - 300L",3,0
"e80d4465",14,"Saturday",1,26,"Web","C - 100L",3,0
"5ebd108d",20,"Tuesday",83,33,"Back Office","D - 100L",4,0
"8743434f",25,"Thursday",0,31,"Web","H - 100L",2,0
"76df2c59",31,"Saturday",218,62,"Web","O - 300L",2,1
"9310c11f",4,"Wednesday",2,32,"Web","F -100L",2,0
"4c84ab91",24,"Wednesday",6,64,"Web","O - 300L",3,0
"341c4298",19,"Saturday",0,24,"Box Office","D - 100L",2,0
"ef97060c",9,"Thursday",1,63,"Web","P - 300L",2,0
"62da001f",20,"Saturday",21,78,"Web","R - 300L",2,0
"b3ba8a32",5,"Thursday",44,79,"Back Office","P - 300L",2,1
"e9694feb",31,"Tuesday",0,58,"Web","R - 300L",2,0
"b988fbe3",16,"Tuesday",1,59,"Web","R - 300L",2,0
"ae26752d",6,"Wednesday",2,23,"Back Office","G - 100L",6,0
"b093ad5d",13,"Monday",114,40,"Web","L1 - 200L",3,0
"e09dc8d8",20,"Thursday",45,34,"Back Office","D - 100L",2,1
"02c974dc",27,"Saturday",3,21,"Back Office","I - 100L",14,0
"a746686a",25,"Saturday",0,25,"Back Office","D - 100L",26,0
"078e4f46",2,"Wednesday",75,22,"Web","I - 100L",2,0
"422210f1",3,"Saturday",34,48,"Web","O - 300L",2,1
"14e2d38a",31,"Saturday",4,32,"Back Office","F -100L",4,1
"12137e1d",9,"Thursday",0,77,"Box Office","R - 300L",1,0
"c517941f",20,"Tuesday",0,17,"Box Office","D - 100L",1,0
"737c680c",10,"Thursday",3,47,"Web","O - 300L",3,0
"b4af6f28",5,"Tuesday",8,21,"Back Office","I - 100L",2,1
"69c24f15",31,"Saturday",0,31,"Web","H - 100L",3,1
"f9181ea7",10,"Thursday",15,20,"Web","G - 100L",5,0
"711b20cb",31,"Saturday",1,49,"Web","N - 300L",3,0
"257c3ea3",3,"Thursday",0,48,"Web","O - 300L",1,0
"7a126307",26,"Sunday",6,28,"Web","D - 100L",2,0
"5f5916e1",10,"Wednesday",2,21,"Back Office","I - 100L",5,0
"ca46c383",19,"Thursday",10,71,"Back Office","R - 300L",4,0
"46726144",27,"Monday",1,44,"Web","K - 200L",5,0
"d9f89258",31,"Saturday",25,79,"Web","O - 300L",3,1
"396112ef",3,"Thursday",0,55,"Web","Q - 300L",1,0
"c06f5848",27,"Wednesday",0,22,"Back Office","G - 100L",7,0
"eccd5644",31,"Monday",94,71,"Web","R - 300L",2,0
"f5416c45",1,"Thursday",0,25,"Web","D - 100L",1,0
"ae26752d",6,"Wednesday",16,45,"Back Office","L2 - 200L",2,0
NA,23,"Monday",0,31,"Box Office","H - 100L",1,1
"0d36e3b5",14,"Wednesday",0,43,"Web","K - 200L",1,0
"5f5916e1",10,"Wednesday",7,73,"Back Office","Q - 300L",2,0
"bb6c2038",1,"Saturday",0,28,"Back Office","D - 100L",6,0
"55a208e7",20,"Tuesday",87,65,"Web","P - 300L",1,1
"860e2553",14,"Wednesday",0,25,"Back Office","D - 100L",20,0
"a933e995",18,"Saturday",0,49,"Back Office","N - 300L",2,0
"72734730",26,"Saturday",2,37,"Web","L1 - 200L",2,0
"ebc2e163",3,"Saturday",5,20,"Back Office","G - 100L",2,0
"59ed0556",8,"Saturday",31,26,"Web","C - 100L",5,0
"454aa6b0",31,"Saturday",1,16,"Web","C - 100L",2,0
"c7a08da0",27,"Monday",1,65,"Web","O - 300L",3,1
"80b1960d",26,"Tuesday",69,21,"Web","G - 100L",2,0
"aecea456",20,"Sunday",0,70,"Back Office","Q - 300L",2,0
"9ca9306d",21,"Sunday",20,62,"Web","O - 300L",3,0
"4c19a039",20,"Thursday",1,67,"Web","R - 300L",2,0
"35906758",31,"Tuesday",29,47,"Web","O - 300L",2,0
"b79a86bb",15,"Friday",2,32,"Web","D - 100L",5,0
"e93997fa",31,"Saturday",2,21,"Back Office","G - 100L",3,0
"d8ec1cd3",7,"Monday",50,17,"Web","D - 100L",4,0
"aa9be62a",30,"Sunday",3,75,"Web","R - 300L",1,1
"0c40eb9c",8,"Monday",0,17,"Web","D - 100L",1,0
"eb1ca7a0",16,"Saturday",0,28,"Back Office","D - 100L",23,0
"bb306c1a",6,"Tuesday",2,78,"Web","R - 300L",3,0
"ae26752d",6,"Wednesday",0,51,"Back Office","R - 300L",8,0
"853bb54e",15,"Saturday",95,55,"Back Office","R - 300L",4,0
"ab88743d",26,"Saturday",13,47,"Web","O - 300L",3,0
"787500b3",24,"Thursday",2,46,"Web","K - 200L",3,0
"c06f5848",27,"Wednesday",16,25,"Back Office","D - 100L",3,0
"90f6612a",3,"Thursday",0,34,"Back Office","D - 100L",10,0
"b20979c7",11,"Tuesday",159,48,"Web","P - 300L",8,0
"aaaa8472",20,"Tuesday",68,42,"Web","L2 - 200L",5,0
"d18918c0",25,"Thursday",72,43,"Web","K - 200L",1,0
"4e1e4995",13,"Tuesday",0,23,"Back Office","G - 100L",22,1
"63b4643f",17,"Saturday",25,77,"Web","Q - 300L",2,0
"d41959ed",15,"Saturday",1,67,"Box Office","R - 300L",2,0
"f490564c",21,"Saturday",5,22,"Web","I - 100L",4,0
"64091998",21,"Saturday",27,52,"Web","R - 300L",4,0
"2d4e832c",4,"Wednesday",2,69,"Back Office","R - 300L",4,0
"fb78b2f6",20,"Tuesday",132,75,"Web","R - 300L",4,0
"aecea456",20,"Sunday",0,50,"Back Office","R - 300L",18,0
"9a31903e",28,"Thursday",79,26,"Web","C - 100L",1,1
"a03ee982",7,"Monday",0,47,"Web","P - 300L",3,0
"1ec66595",22,"Wednesday",16,26,"Back Office","C - 100L",2,0
"0e5cca63",4,"Saturday",0,66,"Back Office","O - 300L",3,1
"fd333b37",11,"Thursday",0,39,"Back Office","M - 200L",3,0
"eb1ca7a0",16,"Saturday",15,62,"Back Office","O - 300L",2,0
"1d669f5c",23,"Saturday",1,73,"Web","R - 300L",5,0
"e16fcc36",17,"Saturday",36,47,"Web","P - 300L",3,0
"bf112f46",9,"Thursday",0,71,"Web","R - 300L",2,0
"5479c986",25,"Thursday",140,20,"Web","G - 100L",2,0
"4ce32c40",30,"Sunday",38,34,"Web","D - 100L",2,1
"c644808b",15,"Friday",0,18,"Web","D - 100L",2,0
"aecea456",20,"Sunday",4,22,"Back Office","G - 100L",4,0
"775779f6",1,"Thursday",0,21,"Web","I - 100L",3,1
"875bc0a8",27,"Thursday",0,63,"Web","O - 300L",2,0
"19c59529",26,"Saturday",40,48,"Web","P - 300L",2,0
"ca46c383",19,"Thursday",0,21,"Back Office","G - 100L",2,0
"4e1e4995",30,"Saturday",15,36,"Back Office","M - 200L",2,1
"21a76427",2,"Monday",11,40,"Web","L1 - 200L",2,0
"79b42320",23,"Saturday",14,39,"Web","M - 200L",2,0
NA,17,"Tuesday",0,61,"Box Office","R - 300L",6,1
"149c1494",31,"Saturday",0,22,"Web","G - 100L",2,0
"40689d37",10,"Saturday",6,62,"Web","P - 300L",3,0
"03fa2fcd",15,"Friday",3,27,"Web","D - 100L",2,0
"b1ca1b35",3,"Thursday",2,33,"Web","D - 100L",2,1
"aa3631fb",27,"Thursday",0,78,"Web","R - 300L",1,0
"1406bbb6",29,"Monday",203,21,"Web","G - 100L",3,1
"cadc31f8",20,"Thursday",1,69,"Web","Q - 300L",1,1
"9a7ef465",2,"Wednesday",30,26,"Back Office","C - 100L",3,1
"eb0a1989",10,"Thursday",1,80,"Web","P - 300L",5,1
"f93817f1",29,"Monday",0,51,"Web","Q - 300L",1,0
"31f44994",9,"Thursday",1,49,"Web","N - 300L",2,1
"f8f92587",13,"Sunday",7,35,"Web","L1 - 200L",2,0
NA,21,"Sunday",0,70,"Box Office","R - 300L",4,1
"1e390297",20,"Thursday",1,16,"Web","C - 100L",3,1
"6e25bbda",30,"Saturday",1,79,"Back Office","P - 300L",5,0
"6009ce33",8,"Saturday",4,64,"Web","O - 300L",4,0
"f203590e",17,"Tuesday",157,51,"Web","R - 300L",1,1
NA,3,"Saturday",0,80,"Box Office","P - 300L",4,1
"3c2c16cb",9,"Monday",49,79,"Web","O - 300L",4,0
"4bd7d070",11,"Saturday",0,67,"Box Office","R - 300L",4,0
"c06f5848",27,"Wednesday",1,26,"Back Office","C - 100L",8,0
"0e5cca63",26,"Sunday",0,16,"Back Office","C - 100L",2,1
"b5c68b9f",6,"Tuesday",25,36,"Web","M - 200L",4,0
"aecea456",20,"Sunday",37,35,"Back Office","L1 - 200L",3,0
"f57564cd",30,"Sunday",6,41,"Web","K - 200L",3,1
"2d734741",11,"Tuesday",0,77,"Back Office","R - 300L",27,1
"b3ba8a32",7,"Monday",11,51,"Back Office","R - 300L",6,1
"01ea3c00",9,"Thursday",2,21,"Web","G - 100L",2,0
"5add8a1c",20,"Saturday",1,40,"Back Office","L1 - 200L",4,1
"02c974dc",27,"Saturday",5,67,"Back Office","R - 300L",3,0
"c9fdd094",16,"Saturday",17,73,"Back Office","Q - 300L",4,0
"b3ba8a32",7,"Monday",6,73,"Back Office","R - 300L",3,1
"0e5cca63",19,"Saturday",0,29,"Back Office","F -100L",6,1
"b06671e2",25,"Saturday",54,36,"Back Office","M - 200L",2,0
"34113b71",21,"Saturday",52,25,"Web","D - 100L",4,1
"e09cfab4",16,"Saturday",72,47,"Web","O - 300L",2,0
"a9144fc2",8,"Monday",10,60,"Web","R - 300L",2,1
"dc1ec25d",7,"Wednesday",0,63,"Web","N - 300L",1,0
"1406bbb6",3,"Thursday",84,28,"Web","D - 100L",4,1
"af50a24a",31,"Saturday",0,48,"Web","O - 300L",2,0
"b9a6c0eb",2,"Wednesday",0,80,"Web","O - 300L",1,1
"11ab1e1c",11,"Tuesday",76,62,"Web","O - 300L",1,0
"2d734741",11,"Tuesday",0,59,"Back Office","R - 300L",24,1
"853bb54e",15,"Saturday",2,49,"Back Office","N - 300L",4,0
"6e25bbda",30,"Saturday",0,67,"Back Office","R - 300L",5,0
"d7fc451f",29,"Monday",12,31,"Web","H - 100L",3,0
"1ac705fa",16,"Saturday",154,25,"Web","D - 100L",2,0
"cf32149d",5,"Wednesday",1,52,"Back Office","R - 300L",1,0
NA,27,"Saturday",7,28,"Box Office","D - 100L",2,1
"de6744b7",9,"Monday",0,37,"Back Office","L1 - 200L",8,0
"364fa716",18,"Tuesday",0,47,"Web","P - 300L",2,1
"4e1e4995",30,"Saturday",12,73,"Back Office","R - 300L",6,1
NA,7,"Monday",0,43,"Box Office","K - 200L",1,1
NA,29,"Saturday",0,24,"Box Office","D - 100L",2,1
"0075e573",17,"Saturday",17,16,"Web","C - 100L",1,0
"7c36a20a",11,"Saturday",33,24,"Web","D - 100L",2,0
"c69f2d3b",10,"Saturday",105,21,"Box Office","I - 100L",2,0
"82afc0ad",25,"Thursday",8,23,"Web","G - 100L",1,1
"f221f02b",9,"Monday",35,73,"Back Office","R - 300L",6,1
"5b16f425",3,"Saturday",175,63,"Box Office","P - 300L",2,1
"eaa0bcbf",21,"Thursday",3,52,"Back Office","R - 300L",2,0
"e0ef6467",1,"Thursday",1,51,"Web","R - 300L",1,0
"c3d5de7d",10,"Thursday",5,44,"Web","L2 - 200L",4,0
"433b68a3",24,"Wednesday",14,35,"Web","L1 - 200L",4,0
"898a51a1",24,"Thursday",0,78,"Web","R - 300L",4,0
"ae26752d",6,"Wednesday",30,66,"Back Office","P - 300L",1,0
"5b5d8850",6,"Thursday",94,38,"Web","M - 200L",5,0
"37bdacc8",24,"Thursday",0,17,"Web","D - 100L",1,0
"2d734741",11,"Tuesday",0,49,"Back Office","N - 300L",9,1
"f221f02b",23,"Monday",21,22,"Back Office","I - 100L",4,1
"f221f02b",23,"Monday",32,26,"Back Office","C - 100L",6,1
"bb022ff1",25,"Saturday",225,21,"Web","I - 100L",1,1
"8102769d",24,"Tuesday",1,80,"Web","O - 300L",3,0
"bdc48a45",20,"Saturday",80,22,"Back Office","I - 100L",5,0
"eaa0bcbf",21,"Thursday",10,55,"Back Office","R - 300L",5,0
"c06f5848",27,"Wednesday",55,25,"Back Office","D - 100L",3,0
"e5441b43",20,"Tuesday",1,39,"Web","L1 - 200L",5,0
"4e1e4995",13,"Tuesday",5,43,"Back Office","L2 - 200L",2,1
"4e1e4995",30,"Saturday",26,78,"Back Office","R - 300L",4,1
"e33c0cc6",9,"Thursday",0,67,"Box Office","R - 300L",3,0
"4e1e4995",3,"Saturday",4,65,"Back Office","P - 300L",2,1
"7e2fe258",8,"Saturday",70,47,"Web","P - 300L",2,1
"f1833bf1",20,"Sunday",72,43,"Back Office","L2 - 200L",2,0
"11c58349",4,"Saturday",1,80,"Web","O - 300L",3,0
"a53a871a",13,"Tuesday",68,78,"Web","R - 300L",2,0
"d889393e",24,"Tuesday",1,68,"Web","R - 300L",4,1
"4e1e4995",3,"Saturday",33,30,"Back Office","H - 100L",3,1
"0e5cca63",3,"Saturday",3,42,"Back Office","L2 - 200L",10,1
NA,31,"Saturday",0,22,"Box Office","G - 100L",2,1
"181728dc",31,"Tuesday",0,25,"Web","D - 100L",1,0
"29e13a97",14,"Saturday",67,21,"Web","I - 100L",3,0
"3bf64704",4,"Thursday",149,68,"Web","R - 300L",3,0
"0c0b922c",27,"Saturday",54,47,"Web","P - 300L",3,0
"817a0521",21,"Saturday",15,17,"Web","D - 100L",2,0
"b3ba8a32",7,"Monday",14,55,"Back Office","Q - 300L",7,1
"0e5cca63",3,"Saturday",1,79,"Back Office","O - 300L",2,1
"a933e995",18,"Saturday",4,67,"Back Office","R - 300L",3,0
"dd510676",31,"Saturday",55,17,"Web","D - 100L",3,0
"06dc3fff",9,"Thursday",10,62,"Web","P - 300L",4,0
"6a667876",31,"Saturday",206,45,"Web","L2 - 200L",8,0
"5b1945c9",7,"Wednesday",0,67,"Box Office","R - 300L",4,0
"69bb5765",10,"Thursday",0,26,"Web","C - 100L",1,0
"0e5cca63",23,"Saturday",0,23,"Back Office","G - 100L",13,1
"0a69fa27",20,"Sunday",96,58,"Web","R - 300L",2,0
"c288a02a",12,"Wednesday",9,23,"Back Office","G - 100L",3,0
"4e1e4995",1,"Saturday",0,20,"Back Office","G - 100L",5,1
"c06f5848",27,"Wednesday",0,39,"Back Office","L1 - 200L",14,0
"2f8dce0e",23,"Saturday",4,36,"Box Office","M - 200L",6,0
"8bbf817c",14,"Saturday",3,31,"Back Office","H - 100L",1,0
"474d3e98",17,"Saturday",14,32,"Web","F -100L",3,0
"eb1ca7a0",16,"Saturday",2,42,"Back Office","L2 - 200L",2,0
"8850e1aa",17,"Saturday",21,31,"Web","H - 100L",2,0
"cf92b2b7",29,"Monday",0,79,"Web","P - 300L",1,0
"6e25bbda",30,"Saturday",10,43,"Back Office","L2 - 200L",2,0
"9b0ce376",2,"Monday",53,38,"Web","M - 200L",5,0
"2658870d",31,"Tuesday",15,26,"Web","C - 100L",2,1
"b2c4b383",3,"Tuesday",15,25,"Web","D - 100L",3,0
"f221f02b",22,"Wednesday",65,40,"Back Office","L1 - 200L",1,1
"a7b4bcaf",21,"Saturday",23,63,"Web","P - 300L",8,1
"3c22228a",24,"Tuesday",9,25,"Web","D - 100L",1,1
NA,1,"Saturday",0,50,"Box Office","R - 300L",1,1
"307ba059",31,"Saturday",219,18,"Web","D - 100L",2,0
"f44a5e23",2,"Wednesday",2,80,"Web","P - 300L",2,0
"4a22f3c9",6,"Tuesday",9,34,"Web","D - 100L",3,0
"b3ba8a32",15,"Saturday",25,22,"Back Office","I - 100L",4,1
"eaa0bcbf",21,"Thursday",2,40,"Back Office","L1 - 200L",3,0
"853bb54e",15,"Saturday",82,55,"Back Office","R - 300L",2,0
"b05cf45b",3,"Thursday",1,79,"Web","O - 300L",5,1
"50782523",3,"Thursday",65,18,"Web","D - 100L",2,1
"07a70bfe",4,"Wednesday",80,23,"Web","D - 100L",2,0
"3267e90c",13,"Sunday",75,39,"Web","L1 - 200L",4,0
"94393d11",3,"Thursday",83,79,"Web","O - 300L",4,1
"26c96ae6",3,"Saturday",2,18,"Back Office","D - 100L",6,0
"f221f02b",24,"Saturday",54,73,"Back Office","R - 300L",6,1
"1e5bd4a2",25,"Thursday",0,37,"Web","L1 - 200L",3,0
"03db99c5",29,"Monday",8,38,"Web","L1 - 200L",2,1
"b3ba8a32",31,"Saturday",43,50,"Back Office","R - 300L",2,1
"c149ad8e",28,"Sunday",81,32,"Web","F -100L",3,0
NA,18,"Saturday",17,17,"Box Office","D - 100L",2,1
"2b6e19da",23,"Saturday",2,68,"Web","R - 300L",4,0
"c06f5848",27,"Wednesday",36,36,"Back Office","M - 200L",2,0
"122bc6cc",3,"Thursday",3,28,"Web","D - 100L",8,1
"1ec66595",22,"Wednesday",2,34,"Back Office","D - 100L",2,0
"0054634f",14,"Saturday",0,54,"Back Office","R - 300L",1,0
"8cfe5308",10,"Thursday",0,47,"Web","P - 300L",4,0
"a38bdb71",2,"Monday",98,67,"Web","R - 300L",2,0
"5af2e3f9",30,"Tuesday",0,64,"Box Office","O - 300L",2,0
"df9227a0",28,"Thursday",1,50,"Back Office","R - 300L",2,0
"6eb8f5eb",20,"Tuesday",73,48,"Web","O - 300L",2,0
"2391f5d0",31,"Saturday",5,62,"Web","O - 300L",1,0
"8d05ccc4",14,"Saturday",0,7,"Web","J",2,0
"c046c375",18,"Saturday",30,21,"Web","G - 100L",2,0
"dfb4a9c9",20,"Thursday",2,17,"Web","D - 100L",2,0
"eaa0bcbf",21,"Thursday",1,69,"Back Office","Q - 300L",5,0
"92b7bd6a",16,"Tuesday",0,47,"Box Office","P - 300L",2,0
"3d863577",26,"Sunday",44,62,"Web","P - 300L",1,0
"9a7ef465",2,"Wednesday",0,76,"Back Office","R - 300L",6,1
"8bb783c3",24,"Saturday",3,80,"Back Office","P - 300L",6,0
"e5338aaf",29,"Monday",0,42,"Web","L2 - 200L",2,0
"a6d7a830",4,"Thursday",11,47,"Web","P - 300L",2,0
"22489f44",19,"Sunday",39,17,"Web","D - 100L",2,0
"d0452d7a",7,"Monday",66,48,"Web","O - 300L",2,0
NA,30,"Tuesday",0,37,"Box Office","L1 - 200L",2,1
"7e792a6c",23,"Saturday",16,49,"Web","O - 300L",3,0
"a933e995",18,"Saturday",11,76,"Back Office","R - 300L",2,0
"0e5cca63",27,"Saturday",0,24,"Back Office","D - 100L",3,1
"b23636ec",26,"Tuesday",38,30,"Web","H - 100L",1,1
"14e2d38a",31,"Saturday",40,28,"Back Office","D - 100L",2,1
NA,29,"Saturday",0,45,"Box Office","L2 - 200L",1,1
"85ee0a62",20,"Thursday",3,33,"Web","D - 100L",1,1
"2d4e832c",4,"Wednesday",2,50,"Back Office","R - 300L",4,0
"684db389",2,"Wednesday",9,3,"Web","J",2,0
"371993fc",21,"Saturday",19,33,"Web","D - 100L",2,0
"8bb783c3",24,"Saturday",0,74,"Back Office","R - 300L",44,0
"9a7ef465",27,"Saturday",9,21,"Back Office","G - 100L",4,1
"0e5cca63",9,"Friday",1,50,"Back Office","R - 300L",5,1
"16079500",13,"Monday",40,38,"Web","M - 200L",2,0
"5f5916e1",10,"Wednesday",1,65,"Back Office","O - 300L",4,0
"ae26752d",6,"Wednesday",0,56,"Back Office","R - 300L",7,0
"2661adb0",4,"Thursday",1,49,"Web","P - 300L",2,0
"5f5916e1",10,"Wednesday",7,59,"Back Office","R - 300L",6,0
"e43f0c35",24,"Wednesday",20,49,"Web","O - 300L",2,0
"0e5cca63",30,"Thursday",1,32,"Back Office","F -100L",6,1
"235f0f7e",27,"Wednesday",86,21,"Back Office","I - 100L",1,0
"9c511390",23,"Saturday",5,63,"Web","O - 300L",4,0
NA,5,"Tuesday",0,31,"Box Office","F -100L",1,1
"8bb783c3",24,"Saturday",0,23,"Back Office","D - 100L",4,0
"78544407",17,"Saturday",4,52,"Web","R - 300L",3,0
"57950ce7",20,"Sunday",98,16,"Web","C - 100L",4,0
"eb301524",4,"Saturday",0,60,"Box Office","R - 300L",1,0
"cee7e3d2",20,"Tuesday",5,28,"Web","D - 100L",2,0
"4e2cbad0",24,"Monday",0,19,"Box Office","G - 100L",2,0
"fdd48b1d",9,"Thursday",3,27,"Web","D - 100L",2,0
"2d734741",11,"Tuesday",0,19,"Back Office","G - 100L",15,1
"72b9842f",18,"Saturday",0,30,"Web","F -100L",2,0
"2abbe232",19,"Sunday",0,70,"Web","R - 300L",2,0
"b3ba8a32",7,"Monday",28,61,"Back Office","R - 300L",2,1
"669e1019",4,"Thursday",72,26,"Web","C - 100L",3,0
"f538d5c6",27,"Monday",6,22,"Back Office","G - 100L",2,1
"c4bf6536",14,"Saturday",0,43,"Box Office","L2 - 200L",1,0
"8bb783c3",24,"Saturday",19,36,"Back Office","M - 200L",4,0
"d8f4d66e",7,"Wednesday",5,80,"Web","P - 300L",5,0
"4e1e4995",13,"Tuesday",15,67,"Back Office","R - 300L",1,1
"069015dd",8,"Monday",0,79,"Web","P - 300L",1,0
"ddaba37e",3,"Thursday",1,34,"Web","D - 100L",2,0
"f221f02b",16,"Saturday",59,73,"Back Office","R - 300L",2,1
"eede9bcc",5,"Thursday",3,52,"Back Office","R - 300L",5,0
"2c3c2f79",20,"Tuesday",5,44,"Web","L2 - 200L",2,0
"0e5cca63",3,"Saturday",1,29,"Back Office","F -100L",2,1
"2d642b5f",31,"Saturday",6,21,"Web","G - 100L",4,0
"95da042d",16,"Thursday",2,58,"Web","R - 300L",2,1
"a933e995",18,"Saturday",1,66,"Back Office","P - 300L",10,0
"5f5916e1",10,"Wednesday",20,16,"Back Office","C - 100L",2,0
"f6a7609c",8,"Monday",0,22,"Web","I - 100L",1,0
"c88922b1",21,"Saturday",27,24,"Web","D - 100L",2,1
"e3d19519",31,"Saturday",144,62,"Web","N - 300L",2,1
"eede9bcc",5,"Thursday",0,47,"Back Office","P - 300L",7,0
"3b3477ff",19,"Saturday",65,68,"Web","R - 300L",2,1
"8c4cf1e8",11,"Saturday",1,78,"Web","R - 300L",6,0
"85461785",24,"Tuesday",2,79,"Web","O - 300L",4,0
"9a7ef465",25,"Saturday",0,79,"Back Office","O - 300L",8,1
"4e1e4995",11,"Tuesday",19,70,"Back Office","R - 300L",3,1
"d688dbae",24,"Thursday",0,21,"Web","G - 100L",2,0
"5d4b352e",29,"Monday",0,44,"Web","L2 - 200L",2,0
"50a72094",18,"Saturday",3,17,"Web","D - 100L",3,0
"e3ec47d4",15,"Friday",0,26,"Web","C - 100L",2,0
"e1e55fc9",14,"Wednesday",55,23,"Web","G - 100L",3,0
NA,26,"Tuesday",0,77,"Box Office","R - 300L",2,1
"853bb54e",15,"Saturday",0,65,"Back Office","P - 300L",9,0
"eb1ca7a0",16,"Saturday",23,22,"Back Office","I - 100L",2,0
NA,22,"Wednesday",21,25,"Box Office","D - 100L",2,1
"13311f90",16,"Tuesday",0,12,"Web","J",1,0
"4482dffd",3,"Saturday",63,45,"Web","L2 - 200L",4,1
NA,15,"Saturday",0,73,"Box Office","Q - 300L",4,1
"793e52a0",23,"Saturday",34,26,"Web","C - 100L",3,0
"721659ad",16,"Thursday",2,71,"Web","R - 300L",4,1
"741b08d7",20,"Thursday",3,55,"Web","Q - 300L",2,0
"b5f2ddc9",14,"Saturday",4,69,"Web","Q - 300L",2,0
"06003b0b",10,"Wednesday",104,24,"Web","D - 100L",2,0
NA,30,"Tuesday",0,61,"Box Office","R - 300L",3,1
"e37942e3",11,"Tuesday",65,48,"Web","P - 300L",3,0
"0707456b",31,"Saturday",13,22,"Web","I - 100L",4,0
"853bb54e",15,"Saturday",5,25,"Back Office","D - 100L",15,0
"b0924c78",9,"Thursday",0,43,"Web","L2 - 200L",1,0
NA,27,"Wednesday",0,79,"Box Office","P - 300L",2,1
"112d39d8",29,"Monday",86,16,"Web","C - 100L",2,0
"6fd4131c",20,"Thursday",0,19,"Back Office","G - 100L",5,0
NA,25,"Saturday",1,18,"Back Office","D - 100L",1,1
"2d734741",11,"Tuesday",22,29,"Back Office","F -100L",4,1
"0e5cca63",23,"Saturday",19,62,"Back Office","O - 300L",2,1
"b9580dba",24,"Thursday",4,20,"Web","G - 100L",3,0
"0c9a5555",24,"Thursday",1,63,"Web","P - 300L",4,0
"3650443d",23,"Saturday",12,39,"Web","M - 200L",2,0
"b0c35d06",4,"Thursday",2,56,"Back Office","Q - 300L",2,1
NA,10,"Saturday",0,68,"Back Office","R - 300L",3,1
NA,10,"Saturday",1,76,"Box Office","R - 300L",2,1
"c641ab1d",23,"Saturday",25,29,"Back Office","F -100L",1,0
"9798abbf",16,"Tuesday",1,65,"Web","P - 300L",1,1
"43f6fca9",7,"Thursday",8,33,"Web","D - 100L",2,0
NA,30,"Saturday",0,61,"Box Office","R - 300L",3,1
"356c3da3",31,"Saturday",87,63,"Web","O - 300L",2,0
"2436ccaa",3,"Thursday",3,48,"Web","P - 300L",2,0
"c84d9475",24,"Tuesday",15,33,"Web","D - 100L",2,0
"b6a560eb",18,"Saturday",10,25,"Web","D - 100L",3,0
"cc43bdb2",19,"Sunday",3,51,"Web","Q - 300L",2,0
"03833493",3,"Thursday",80,36,"Web","M - 200L",2,1
"d191ac45",18,"Saturday",4,67,"Box Office","R - 300L",4,0
"fba9e666",12,"Saturday",0,70,"Web","R - 300L",2,0
NA,12,"Thursday",0,27,"Box Office","D - 100L",2,1
"0e5cca63",30,"Thursday",1,42,"Back Office","L2 - 200L",5,1
NA,31,"Saturday",0,39,"Box Office","M - 200L",4,1
"e8383fdc",22,"Thursday",0,55,"Web","Q - 300L",2,1
"a933e995",18,"Saturday",1,25,"Back Office","D - 100L",5,0
"7ebc91f4",26,"Saturday",0,23,"Web","D - 100L",2,0
"0e5cca63",24,"Wednesday",0,23,"Back Office","G - 100L",7,1
"9a768cae",23,"Saturday",0,52,"Box Office","Q - 300L",1,0
"396b3f59",20,"Thursday",7,33,"Web","D - 100L",3,0
"de6744b7",9,"Monday",6,78,"Back Office","R - 300L",2,0
